ticket_id,customer_id,issue_type,issue_description
T510,CO852,Login Issue,Multiple failures I am facing while trying to login
T511,CO679,Feature Request,Would like to have a dark mode option
T512,CO818,Account Issue,Unable to update account information
T513,CO964,Account Issue,Unable to update account information
T514,CO771,Account Issue,Unable to update account information
T515,CO534,Payment Issue,Payment did not go through despite several tries
T516,CO959,Payment Issue,Payment did not go through despite several tries
T517,CO659,Billing Issue,Incorrect invoice generated for the last transaction
T518,CO553,UI Issue,The user interface is not loading correctly
T519,CO887,Data Sync Issue,Data is not syncing between devices
T520,CO968,Payment Issue,Payment did not go through despite several tries
T521,CO693,Login Issue,Multiple failures I am facing while trying to login
T522,CO777,Network Issue,Network connectivity keeps dropping during usage
T523,CO587,Account Issue,Unable to update account information
T524,CO987,UI Issue,The user interface is not loading correctly
T525,CO634,Security Issue,Received multiple invalid authentication code attempts
T526,CO917,Login Issue,Multiple failures I am facing while trying to login
T527,CO676,Security Issue,Received multiple invalid authentication code attempts
T528,CO518,Data Sync Issue,Data is not syncing between devices
T529,CO605,Feature Request,Would like to have a dark mode option
T530,CO656,API Issue,API call is failing multiple times and I could not fetch the data
T531,CO876,Data Sync Issue,Data is not syncing between devices
T532,CO868,Payment Issue,Payment did not go through despite several tries
T533,CO528,Billing Issue,Incorrect invoice generated for the last transaction
T534,CO915,Data Sync Issue,Data is not syncing between devices
T535,CO722,Network Issue,Network connectivity keeps dropping during usage
T536,CO786,Login Issue,Multiple failures I am facing while trying to login
T537,CO526,Payment Issue,Payment did not go through despite several tries
T538,CO707,Data Sync Issue,Data is not syncing between devices
T539,CO947,UI Issue,The user interface is not loading correctly
T540,CO641,Network Issue,Network connectivity keeps dropping during usage
T541,CO910,Security Issue,Received multiple invalid authentication code attempts
T542,CO738,Account Issue,Unable to update account information
T543,CO611,Data Sync Issue,Data is not syncing between devices
T544,CO598,UI Issue,The user interface is not loading correctly
T545,CO759,Payment Issue,Payment did not go through despite several tries
T546,CO571,Network Issue,Network connectivity keeps dropping during usage
T547,CO678,UI Issue,The user interface is not loading correctly
T548,CO571,UI Issue,The user interface is not loading correctly
T549,CO963,Payment Issue,Payment did not go through despite several tries
T550,CO836,UI Issue,The user interface is not loading correctly
T551,CO572,Security Issue,Received multiple invalid authentication code attempts
T552,CO869,Data Sync Issue,Data is not syncing between devices
T553,CO876,Feature Request,Would like to have a dark mode option
T554,CO562,Data Sync Issue,Data is not syncing between devices
T555,CO980,Network Issue,Network connectivity keeps dropping during usage
T556,CO604,Payment Issue,Payment did not go through despite several tries
T557,CO767,Billing Issue,Incorrect invoice generated for the last transaction
T558,CO704,Feature Request,Would like to have a dark mode option
T559,CO639,Feature Request,Would like to have a dark mode option
T560,CO935,Billing Issue,Incorrect invoice generated for the last transaction
T561,CO995,Network Issue,Network connectivity keeps dropping during usage
T562,CO641,Feature Request,Would like to have a dark mode option
T563,CO606,Login Issue,Multiple failures I am facing while trying to login
T564,CO868,Account Issue,Unable to update account information
T565,CO707,UI Issue,The user interface is not loading correctly
T566,CO986,Login Issue,Multiple failures I am facing while trying to login
T567,CO532,Login Issue,Multiple failures I am facing while trying to login
T568,CO634,Login Issue,Multiple failures I am facing while trying to login
T569,CO600,Security Issue,Received multiple invalid authentication code attempts
T570,CO715,Data Sync Issue,Data is not syncing between devices
T571,CO970,Feature Request,Would like to have a dark mode option
T572,CO643,Security Issue,Received multiple invalid authentication code attempts
T573,CO856,UI Issue,The user interface is not loading correctly
T574,CO997,Data Sync Issue,Data is not syncing between devices
T575,CO974,API Issue,API call is failing multiple times and I could not fetch the data
T576,CO684,UI Issue,The user interface is not loading correctly
T577,CO523,Security Issue,Received multiple invalid authentication code attempts
T578,CO739,Billing Issue,Incorrect invoice generated for the last transaction
T579,CO682,Feature Request,Would like to have a dark mode option
T580,CO896,Network Issue,Network connectivity keeps dropping during usage
T581,CO618,Account Issue,Unable to update account information
T582,CO768,Payment Issue,Payment did not go through despite several tries
T583,CO852,UI Issue,The user interface is not loading correctly
T584,CO695,Data Sync Issue,Data is not syncing between devices
T585,CO593,Security Issue,Received multiple invalid authentication code attempts
T586,CO850,Data Sync Issue,Data is not syncing between devices
T587,CO512,Payment Issue,Payment did not go through despite several tries
T588,CO544,Feature Request,Would like to have a dark mode option
T589,CO523,UI Issue,The user interface is not loading correctly
T590,CO844,API Issue,API call is failing multiple times and I could not fetch the data
T591,CO814,Feature Request,Would like to have a dark mode option
T592,CO871,Security Issue,Received multiple invalid authentication code attempts
T593,CO544,Data Sync Issue,Data is not syncing between devices
T594,CO987,Data Sync Issue,Data is not syncing between devices
T595,CO528,Data Sync Issue,Data is not syncing between devices
T596,CO692,Feature Request,Would like to have a dark mode option
T597,CO691,Account Issue,Unable to update account information
T598,CO557,Login Issue,Multiple failures I am facing while trying to login
T599,CO978,Payment Issue,Payment did not go through despite several tries
T600,CO821,Network Issue,Network connectivity keeps dropping during usage
T601,CO659,UI Issue,The user interface is not loading correctly
T602,CO591,Security Issue,Received multiple invalid authentication code attempts
T603,CO738,API Issue,API call is failing multiple times and I could not fetch the data
T604,CO891,Billing Issue,Incorrect invoice generated for the last transaction
T605,CO731,Feature Request,Would like to have a dark mode option
T606,CO990,Feature Request,Would like to have a dark mode option
T607,CO831,Billing Issue,Incorrect invoice generated for the last transaction
T608,CO599,Data Sync Issue,Data is not syncing between devices
T609,CO727,API Issue,API call is failing multiple times and I could not fetch the data
T610,CO641,Billing Issue,Incorrect invoice generated for the last transaction
T611,CO801,UI Issue,The user interface is not loading correctly
T612,CO848,UI Issue,The user interface is not loading correctly
T613,CO898,Payment Issue,Payment did not go through despite several tries
T614,CO878,Security Issue,Received multiple invalid authentication code attempts
T615,CO843,Payment Issue,Payment did not go through despite several tries
T616,CO522,Security Issue,Received multiple invalid authentication code attempts
T617,CO609,Feature Request,Would like to have a dark mode option
T618,CO885,Payment Issue,Payment did not go through despite several tries
T619,CO893,Account Issue,Unable to update account information
T620,CO895,Account Issue,Unable to update account information
T621,CO850,Billing Issue,Incorrect invoice generated for the last transaction
T622,CO579,Billing Issue,Incorrect invoice generated for the last transaction
T623,CO579,Security Issue,Received multiple invalid authentication code attempts
T624,CO687,Payment Issue,Payment did not go through despite several tries
